total_sqft,bath,bhk,price,location
1100.0,2.0,2,41.16,Dodda Nekkundi
1100.0,2.0,2,46.75,Dodda Nekkundi
1315.0,2.0,2,50.0,Dodda Nekkundi
1135.0,2.0,2,58.0,Dodda Nekkundi
1100.0,2.0,2,41.18,Dodda Nekkundi
1370.0,2.0,2,60.0,Dodda Nekkundi
1200.0,2.0,2,71.0,Dodda Nekkundi
1585.0,2.0,3,79.0,Dodda Nekkundi
1005.0,2.0,2,45.0,Dodda Nekkundi
1264.0,2.0,2,52.0,Dodda Nekkundi
1690.0,3.0,4,80.0,Doddaballapur
4200.0,4.0,4,325.0,Doddaballapur
3876.0,3.0,3,300.0,Doddaballapur
2776.0,4.0,3,195.0,Doddaballapur
2440.0,3.0,3,142.0,Doddaballapur
2400.0,3.0,4,200.0,Doddaballapur
654.0,1.0,1,49.0,Doddaballapur
3206.0,5.0,4,270.0,Doddaballapur
1010.0,2.0,2,40.39,Doddakallasandra
1010.0,2.0,2,40.39,Doddakallasandra
1072.0,2.0,2,42.87,Doddakallasandra
1010.0,2.0,2,40.4,Doddakallasandra
1010.0,2.0,2,41.0,Doddakallasandra
1072.0,2.0,2,42.87,Doddakallasandra
970.0,2.0,2,33.0,Doddathoguru
1050.0,2.0,2,32.0,Doddathoguru
850.0,2.0,2,25.0,Doddathoguru
1030.0,2.0,2,42.0,Doddathoguru
1549.0,3.0,3,65.0,Doddathoguru
550.0,1.0,1,17.0,Doddathoguru
1015.0,2.0,2,33.5,Doddathoguru
1104.0,2.0,2,39.0,Doddathoguru
915.0,2.0,2,32.0,Doddathoguru
750.0,1.0,1,25.5,Doddathoguru
1595.0,3.0,3,62.0,Doddathoguru
855.0,2.0,2,32.0,Doddathoguru
1105.0,2.0,2,50.0,Doddathoguru
925.0,2.0,2,30.0,Doddathoguru
1208.0,3.0,3,45.0,Doddathoguru
1100.0,2.0,2,50.0,Doddathoguru
940.0,2.0,2,32.9,Doddathoguru
1382.0,3.0,3,65.0,Doddathoguru
1107.0,2.0,2,44.0,Doddathoguru
907.0,2.0,2,40.0,Doddathoguru
1783.0,3.0,3,85.0,Doddathoguru
550.0,1.0,1,17.0,Doddathoguru
1540.0,3.0,3,90.0,Domlur
1875.0,2.0,3,150.0,Domlur
1429.0,3.0,3,86.0,Domlur
640.0,1.0,1,55.0,Domlur
1050.0,2.0,2,85.0,Domlur
1800.0,3.0,3,150.0,Domlur
1720.0,3.0,3,135.0,Domlur
1950.0,3.0,3,165.0,Domlur
2180.0,3.0,3,285.0,Domlur
650.0,1.0,1,70.0,Domlur
780.0,1.0,1,70.0,Domlur
2180.0,3.0,3,285.0,Domlur
1740.0,3.0,3,120.0,Domlur
1695.0,3.0,3,125.0,Domlur
1246.0,2.0,2,95.0,Domlur
2100.0,3.0,3,145.0,Domlur
1276.0,2.0,2,80.0,Domlur
1850.0,3.0,3,180.0,Domlur
2955.0,3.0,3,235.0,Domlur
1650.0,3.0,3,180.0,Domlur
805.0,2.0,2,22.14,Dommasandra
1267.0,3.0,3,56.0,Dommasandra
1200.0,2.0,2,50.0,Dommasandra
2700.0,3.0,4,68.0,Dommasandra
1153.0,2.0,2,43.5,Dommasandra
1500.0,2.0,2,40.0,Dommasandra
1090.0,2.0,2,43.5,Dommasandra
850.0,2.0,2,25.4,Dommasandra
674.0,1.0,2,19.9,Dommasandra
999.0,2.0,2,32.9,Dommasandra
1285.0,2.0,2,82.0,EPIP Zone
2330.0,3.0,3,162.0,EPIP Zone
1330.0,2.0,2,92.5,EPIP Zone
1330.0,2.0,2,86.98,EPIP Zone
1330.0,2.0,2,93.36,EPIP Zone
1500.0,3.0,3,102.0,EPIP Zone
1280.0,2.0,2,69.0,EPIP Zone
1125.0,2.0,2,65.0,EPIP Zone
1734.0,3.0,3,125.0,EPIP Zone
1343.0,2.0,2,86.0,EPIP Zone
2350.0,4.0,3,163.0,EPIP Zone
1860.0,3.0,3,130.0,EPIP Zone
2210.0,3.0,3,165.0,EPIP Zone
2710.0,3.0,3,177.0,EPIP Zone
1025.0,2.0,3,47.0,Electronic City
1500.0,2.0,3,64.5,Electronic City
1060.0,2.0,2,60.0,Electronic City
1152.0,2.0,2,64.5,Electronic City
770.0,1.0,2,36.0,Electronic City
1070.0,2.0,2,52.0,Electronic City
1025.0,2.0,2,46.0,Electronic City
589.0,1.0,1,27.0,Electronic City
910.0,2.0,2,40.0,Electronic City
1108.0,2.0,2,63.0,Electronic City
1128.0,2.0,2,65.0,Electronic City
1800.0,3.0,3,95.0,Electronic City
630.0,1.0,1,34.65,Electronic City
1128.0,2.0,2,63.0,Electronic City
1599.0,3.0,3,99.0,Electronic City
1070.0,2.0,2,55.0,Electronic City
940.0,2.0,2,41.0,Electronic City
1128.0,2.0,2,68.75,Electronic City
1342.0,2.0,2,73.3,Electronic City
1360.0,2.0,3,71.0,Electronic City
1265.0,2.0,2,56.93,Electronic City
1691.0,2.0,3,102.0,Electronic City
1128.0,2.0,2,65.49,Electronic City
1070.0,2.0,2,56.1,Electronic City
2000.0,4.0,4,120.0,Electronic City
890.0,2.0,2,45.0,Electronic City
1128.0,2.0,2,65.65,Electronic City
865.0,2.0,2,42.0,Electronic City
910.0,2.0,2,42.0,Electronic City
1360.0,2.0,3,75.0,Electronic City
770.0,1.0,2,40.0,Electronic City
1128.0,2.0,2,64.0,Electronic City
1070.0,2.0,2,54.0,Electronic City
1571.0,3.0,3,89.0,Electronic City
1111.0,3.0,3,50.0,Electronic City
870.0,2.0,2,39.5,Electronic City
1374.0,2.0,3,72.0,Electronic City
1128.0,2.0,2,65.35,Electronic City
1128.0,2.0,2,65.0,Electronic City
755.0,1.0,2,34.0,Electronic City
1563.0,3.0,3,91.84,Electronic City
1652.0,3.0,3,70.0,Electronic City
1025.0,2.0,2,54.5,Electronic City
1350.0,3.0,3,58.0,Electronic City
1700.0,3.0,3,75.0,Electronic City
1128.0,2.0,2,68.0,Electronic City
700.0,1.0,1,35.0,Electronic City
1360.0,2.0,3,70.5,Electronic City
1571.0,3.0,3,105.0,Electronic City
1600.0,3.0,3,104.0,Electronic City
1500.0,2.0,3,100.0,Electronic City
1152.0,2.0,2,65.0,Electronic City
1070.0,2.0,2,60.0,Electronic City
1128.0,2.0,2,65.5,Electronic City
1200.0,2.0,2,59.0,Electronic City
1152.0,2.0,2,65.75,Electronic City
1070.0,2.0,2,55.0,Electronic City
1060.0,2.0,2,58.0,Electronic City
1025.0,2.0,2,54.1,Electronic City
1500.0,2.0,3,78.0,Electronic City
1213.0,2.0,2,59.32,Electronic City
1575.0,3.0,3,90.0,Electronic City
435.0,1.0,1,19.5,Electronic City
1449.0,3.0,3,100.0,Electronic City
1125.0,2.0,2,58.0,Electronic City
1575.0,3.0,3,101.0,Electronic City
550.0,1.0,1,12.0,Electronic City
919.0,2.0,2,40.0,Electronic City
1500.0,2.0,3,78.25,Electronic City
1363.0,2.0,2,79.0,Electronic City
1108.0,2.0,2,67.15,Electronic City
1128.0,2.0,2,65.7,Electronic City
1060.0,2.0,2,51.0,Electronic City
1650.0,3.0,3,100.0,Electronic City
1025.0,2.0,2,49.0,Electronic City
1449.0,3.0,3,90.0,Electronic City
1070.0,2.0,2,58.0,Electronic City
1210.0,2.0,2,54.0,Electronic City
1500.0,2.0,3,75.0,Electronic City
1070.0,2.0,2,52.0,Electronic City
2435.0,4.0,4,119.0,Electronic City
1073.0,2.0,2,60.0,Electronic City
1500.0,2.0,3,78.0,Electronic City
1070.0,2.0,2,47.0,Electronic City
1296.0,2.0,2,65.0,Electronic City
1140.0,2.0,2,70.93,Electronic City
2093.0,4.0,4,104.0,Electronic City
1025.0,2.0,2,53.9,Electronic City
940.0,2.0,2,54.0,Electronic City
435.0,1.0,1,21.0,Electronic City
1500.0,2.0,3,77.5,Electronic City
1631.0,3.0,3,80.0,Electronic City
1355.0,2.0,2,67.0,Electronic City
435.0,1.0,1,22.0,Electronic City
1039.0,2.0,2,50.0,Electronic City
770.0,1.0,2,39.9,Electronic City
1128.0,2.0,2,64.0,Electronic City
605.0,1.0,1,13.31,Electronic City
530.0,1.0,1,13.5,Electronic City
1070.0,2.0,2,53.0,Electronic City
1571.0,3.0,3,83.0,Electronic City
1350.0,3.0,3,66.0,Electronic City
1652.0,3.0,3,110.0,Electronic City
1128.0,2.0,2,65.58,Electronic City
635.0,1.0,1,28.0,Electronic City
1128.0,2.0,2,65.4,Electronic City
1355.0,2.0,2,72.9,Electronic City
770.0,1.0,2,35.0,Electronic City
865.0,2.0,2,40.0,Electronic City
1108.0,2.0,2,63.0,Electronic City
630.0,1.0,1,40.5,Electronic City
605.0,1.0,1,22.0,Electronic City
1070.0,2.0,2,48.0,Electronic City
1360.0,2.0,3,70.0,Electronic City
635.0,1.0,1,28.0,Electronic City
1128.0,2.0,2,65.45,Electronic City
890.0,2.0,2,40.0,Electronic City
1360.0,2.0,3,58.0,Electronic City
630.0,1.0,1,33.7,Electronic City
1400.0,3.0,3,90.0,Electronic City
1287.0,3.0,3,55.0,Electronic City
1258.0,2.0,2,85.5,Electronic City
1386.0,2.0,2,85.0,Electronic City
550.0,1.0,1,27.0,Electronic City
1025.0,2.0,2,50.0,Electronic City
1070.0,2.0,2,55.0,Electronic City
1342.0,2.0,2,72.0,Electronic City
1275.0,3.0,3,70.0,Electronic City
770.0,1.0,2,38.0,Electronic City
1644.0,3.0,3,92.59,Electronic City
1250.0,2.0,2,62.0,Electronic City
418.0,1.0,1,12.0,Electronic City
1128.0,2.0,2,64.8,Electronic City
1060.0,2.0,2,55.0,Electronic City
710.0,1.0,1,40.42,Electronic City
1275.0,3.0,3,63.43,Electronic City
1518.0,3.0,3,75.0,Electronic City
1090.0,2.0,1,31.48,Electronic City
1060.0,2.0,2,55.0,Electronic City
1353.0,2.0,2,75.0,Electronic City
1128.0,2.0,2,67.0,Electronic City
1070.0,2.0,2,57.0,Electronic City
1700.0,3.0,3,90.0,Electronic City
750.0,1.0,1,35.0,Electronic City
1210.0,2.0,2,55.0,Electronic City
1070.0,2.0,2,60.0,Electronic City
1615.0,3.0,3,97.0,Electronic City
1221.0,2.0,2,68.0,Electronic City
1500.0,3.0,3,73.0,Electronic City
995.0,2.0,2,48.0,Electronic City
1342.0,2.0,2,90.0,Electronic City
1128.0,2.0,2,63.5,Electronic City
589.0,1.0,1,29.0,Electronic City
1575.0,3.0,3,94.5,Electronic City
1070.0,2.0,2,48.0,Electronic City
1025.0,2.0,2,54.0,Electronic City
1500.0,2.0,3,70.0,Electronic City
1500.0,2.0,3,64.5,Electronic City
2093.0,4.0,4,134.0,Electronic City
1355.0,2.0,2,73.0,Electronic City
1360.0,2.0,3,64.99,Electronic City
1060.0,2.0,2,52.0,Electronic City
1056.0,2.0,2,39.07,Electronic City Phase II
1020.0,2.0,2,30.6,Electronic City Phase II
1069.0,2.0,2,45.0,Electronic City Phase II
630.0,1.0,1,28.35,Electronic City Phase II
1000.0,2.0,2,25.0,Electronic City Phase II
1090.0,2.0,2,28.34,Electronic City Phase II
2225.0,4.0,4,98.88,Electronic City Phase II
775.0,2.0,2,38.0,Electronic City Phase II
1266.0,2.0,2,59.0,Electronic City Phase II
1000.0,2.0,2,28.88,Electronic City Phase II
972.0,2.0,2,44.0,Electronic City Phase II
1031.0,2.0,2,55.0,Electronic City Phase II
1003.0,2.0,2,40.6,Electronic City Phase II
1031.0,2.0,2,56.35,Electronic City Phase II
1395.0,2.0,3,62.78,Electronic City Phase II
1160.0,2.0,2,33.5,Electronic City Phase II
1065.0,2.0,2,30.75,Electronic City Phase II
1219.0,2.0,2,61.25,Electronic City Phase II
1000.0,2.0,2,28.88,Electronic City Phase II
1790.0,3.0,3,100.0,Electronic City Phase II
769.0,2.0,2,40.0,Electronic City Phase II
900.0,2.0,2,32.5,Electronic City Phase II
993.0,2.0,3,50.0,Electronic City Phase II
1418.0,3.0,3,52.47,Electronic City Phase II
1070.0,2.0,2,45.0,Electronic City Phase II
1140.0,2.0,2,33.06,Electronic City Phase II
1089.0,2.0,2,32.67,Electronic City Phase II
1031.0,2.0,2,55.0,Electronic City Phase II
1253.0,2.0,2,65.8,Electronic City Phase II
1160.0,2.0,2,33.5,Electronic City Phase II
975.0,2.0,3,45.0,Electronic City Phase II
6000.0,4.0,4,260.0,Electronic City Phase II
1116.0,2.0,2,37.0,Electronic City Phase II
1125.0,2.0,2,29.25,Electronic City Phase II
1000.0,2.0,2,28.88,Electronic City Phase II
1000.0,2.0,2,28.88,Electronic City Phase II
1000.0,2.0,2,28.88,Electronic City Phase II
1165.0,2.0,2,30.29,Electronic City Phase II
1031.0,2.0,2,53.0,Electronic City Phase II
1065.0,2.0,2,30.88,Electronic City Phase II
1549.0,3.0,3,80.0,Electronic City Phase II
1065.0,2.0,2,56.13,Electronic City Phase II
920.0,2.0,2,26.0,Electronic City Phase II
1140.0,2.0,2,33.84,Electronic City Phase II
1219.0,2.0,2,61.26,Electronic City Phase II
1252.0,2.0,3,65.0,Electronic City Phase II
1125.0,2.0,2,32.49,Electronic City Phase II
1286.0,2.0,2,69.0,Electronic City Phase II
1140.0,2.0,2,32.92,Electronic City Phase II
1116.0,2.0,2,40.0,Electronic City Phase II
1150.0,3.0,3,46.0,Electronic City Phase II
1192.0,2.0,3,47.0,Electronic City Phase II
1020.0,2.0,2,32.0,Electronic City Phase II
1900.0,3.0,4,97.0,Electronic City Phase II
1020.0,2.0,2,27.43,Electronic City Phase II
1025.0,2.0,2,26.65,Electronic City Phase II
1020.0,2.0,2,29.45,Electronic City Phase II
1000.0,2.0,2,28.88,Electronic City Phase II
1140.0,2.0,2,28.5,Electronic City Phase II
1125.0,2.0,2,32.49,Electronic City Phase II
1200.0,2.0,2,34.65,Electronic City Phase II
1160.0,2.0,2,52.2,Electronic City Phase II
1244.0,2.0,2,55.0,Electronic City Phase II
1160.0,2.0,2,33.51,Electronic City Phase II
972.0,2.0,2,40.0,Electronic City Phase II
1160.0,2.0,2,33.51,Electronic City Phase II
1090.0,2.0,2,31.48,Electronic City Phase II
1140.0,2.0,2,32.92,Electronic City Phase II
650.0,1.0,1,35.0,Electronic City Phase II
1155.0,2.0,2,57.0,Electronic City Phase II
1800.0,3.0,3,92.0,Electronic City Phase II
1300.0,2.0,2,28.0,Electronic City Phase II
1160.0,2.0,2,33.5,Electronic City Phase II
1025.0,2.0,2,29.6,Electronic City Phase II
829.0,2.0,2,22.8,Electronic City Phase II
2187.5,4.0,4,105.0,Electronic City Phase II
1252.0,2.0,2,67.0,Electronic City Phase II
1125.0,2.0,2,32.63,Electronic City Phase II
1140.0,2.0,2,34.0,Electronic City Phase II
1252.0,2.0,3,65.0,Electronic City Phase II
1135.0,2.0,2,46.0,Electronic City Phase II
1305.0,3.0,3,65.0,Electronic City Phase II
1165.0,2.0,2,33.64,Electronic City Phase II
1336.0,2.0,3,50.35,Electronic City Phase II
575.0,1.0,1,16.75,Electronic City Phase II
925.0,2.0,3,49.82,Electronic City Phase II
1065.0,2.0,2,30.76,Electronic City Phase II
1065.0,2.0,2,30.75,Electronic City Phase II
1140.0,2.0,2,33.06,Electronic City Phase II
911.0,2.0,2,26.5,Electronic City Phase II
1200.0,2.0,2,34.65,Electronic City Phase II
1031.0,2.0,2,54.48,Electronic City Phase II
1475.0,3.0,3,78.29,Electronics City Phase 1
1490.0,3.0,3,78.8,Electronics City Phase 1
1113.27,2.0,2,53.0,Electronics City Phase 1
1490.0,3.0,3,84.0,Electronics City Phase 1
1015.0,2.0,2,56.0,Electronics City Phase 1
1515.0,2.0,3,80.91,Electronics City Phase 1
995.0,2.0,2,46.0,Electronics City Phase 1
1555.0,2.0,3,82.0,Electronics City Phase 1
1340.0,2.0,2,75.0,Electronics City Phase 1
1124.0,2.0,3,55.0,Electronics City Phase 1
1175.0,2.0,2,57.0,Electronics City Phase 1
755.0,1.0,1,42.41,Electronics City Phase 1
580.0,1.0,1,27.0,Electronics City Phase 1
940.0,2.0,2,49.0,Electronics City Phase 1
1335.0,2.0,2,67.0,Electronics City Phase 1
1113.12,2.0,2,55.0,Electronics City Phase 1
1350.0,3.0,3,71.0,Electronics City Phase 1
995.0,2.0,2,49.8,Electronics City Phase 1
635.0,1.0,1,26.0,Electronics City Phase 1
1190.0,2.0,2,68.0,Electronics City Phase 1
1450.0,3.0,3,72.54,Electronics City Phase 1
360.0,1.0,1,16.9,Electronics City Phase 1
638.0,1.0,1,32.0,Electronics City Phase 1
1175.0,2.0,2,64.98,Electronics City Phase 1
585.0,1.0,1,21.0,Electronics City Phase 1
1200.0,2.0,2,59.76,Electronics City Phase 1
1145.0,2.0,2,54.0,Electronics City Phase 1
1125.0,2.0,2,65.0,Electronics City Phase 1
1550.0,2.0,3,82.0,Electronics City Phase 1
865.0,2.0,2,40.0,Electronics City Phase 1
1800.0,3.0,3,93.0,Electronics City Phase 1
1314.0,2.0,2,60.0,Electronics City Phase 1
1170.0,2.0,2,62.0,Electronics City Phase 1
1450.0,3.0,3,79.0,Electronics City Phase 1
940.0,2.0,2,48.0,Electronics City Phase 1
940.0,2.0,2,44.0,Electronics City Phase 1
1300.0,2.0,2,67.0,Electronics City Phase 1
1028.0,2.0,2,51.0,Electronics City Phase 1
1205.0,2.0,2,60.0,Electronics City Phase 1
1305.0,2.0,2,67.0,Electronics City Phase 1
755.0,1.0,1,30.12,Electronics City Phase 1
1175.0,2.0,2,60.0,Electronics City Phase 1
1700.0,3.0,3,180.0,Frazer Town
1305.0,3.0,3,95.45,Frazer Town
1870.0,3.0,3,185.0,Frazer Town
1750.0,3.0,3,150.0,Frazer Town
2000.0,3.0,3,200.0,Frazer Town
3500.0,4.0,3,330.0,Frazer Town
2350.0,4.0,3,285.0,Frazer Town
1550.0,2.0,2,140.0,Frazer Town
1900.0,4.0,3,145.0,Frazer Town
2560.0,3.0,3,265.0,Frazer Town
2400.0,3.0,3,260.0,Frazer Town
2560.0,3.0,3,288.0,Frazer Town
3436.0,5.0,4,341.0,Frazer Town
1315.0,2.0,2,140.0,Frazer Town
1706.0,3.0,3,154.0,Frazer Town
2079.0,3.0,3,220.0,Frazer Town
3435.0,2.0,4,341.0,Frazer Town
3436.0,5.0,4,345.0,Frazer Town
3100.0,3.0,3,400.0,Frazer Town
5400.0,3.0,3,400.0,Frazer Town
1180.0,2.0,2,105.0,Frazer Town
2900.0,4.0,4,325.0,Frazer Town
1870.0,3.0,3,180.0,Frazer Town
896.0,1.0,1,100.0,Frazer Town
1420.0,2.0,2,120.0,Frazer Town
1820.0,2.0,3,86.0,GM Palaya
1225.0,2.0,2,47.0,GM Palaya
1140.0,2.0,2,48.95,GM Palaya
1315.0,2.0,3,65.0,GM Palaya
1315.0,3.0,3,65.0,GM Palaya
1315.0,3.0,3,64.0,GM Palaya
1735.0,3.0,3,70.0,GM Palaya
1643.0,2.0,3,70.0,GM Palaya
1325.0,2.0,3,60.8,Garudachar Palya
1060.0,2.0,2,48.7,Garudachar Palya
1150.0,2.0,2,52.75,Garudachar Palya
1295.0,2.0,3,59.5,Garudachar Palya
1320.0,2.0,3,60.6,Garudachar Palya
1295.0,2.0,3,59.5,Garudachar Palya
1150.0,2.0,2,52.8,Garudachar Palya
1150.0,2.0,2,52.8,Garudachar Palya
1060.0,2.0,2,48.5,Garudachar Palya
1150.0,2.0,2,52.5,Garudachar Palya
1325.0,2.0,3,60.8,Garudachar Palya
1060.0,2.0,2,48.66,Garudachar Palya
1150.0,2.0,2,52.0,Garudachar Palya
1154.0,2.0,2,51.8,Garudachar Palya
2400.0,4.0,4,400.0,Giri Nagar
1800.0,3.0,3,252.0,Giri Nagar
1350.0,3.0,3,240.0,Giri Nagar
2400.0,4.0,4,400.0,Giri Nagar
3000.0,4.0,6,375.0,Giri Nagar
2400.0,6.0,6,400.0,Giri Nagar
4000.0,3.0,4,750.0,Giri Nagar
861.0,2.0,2,34.5,Gollarapalya Hosahalli
1408.0,3.0,3,62.0,Gollarapalya Hosahalli
861.0,2.0,2,34.5,Gollarapalya Hosahalli
1318.0,3.0,3,54.0,Gollarapalya Hosahalli
861.0,2.0,2,36.5,Gollarapalya Hosahalli
1320.0,3.0,3,60.0,Gollarapalya Hosahalli
1345.0,3.0,3,60.0,Gollarapalya Hosahalli
1905.0,3.0,4,86.0,Gollarapalya Hosahalli
1318.0,3.0,3,56.0,Gollarapalya Hosahalli
1129.0,2.0,2,50.0,Gollarapalya Hosahalli
1100.0,2.0,2,40.0,Gottigere
967.0,2.0,2,45.0,Gottigere
1618.0,3.0,3,82.5,Gottigere
1222.0,2.0,2,63.0,Gottigere
1300.0,3.0,3,65.0,Gottigere
950.0,2.0,2,38.0,Gottigere
1153.0,2.0,2,48.5,Gottigere
812.0,1.0,1,26.0,Gottigere
1460.0,2.0,3,65.0,Gottigere
1500.0,3.0,3,70.0,Gottigere
1621.0,3.0,3,72.0,Gottigere
812.0,1.0,1,26.0,Gottigere
990.0,2.0,2,40.0,Gottigere
1235.0,2.0,2,63.0,Gottigere
1385.0,3.0,3,64.0,Gottigere
1000.0,2.0,2,35.0,Gottigere
1010.0,2.0,2,35.0,Gottigere
1435.0,2.0,3,62.0,Gottigere
945.0,2.0,2,45.0,Gottigere
2500.0,3.0,4,120.0,Gottigere
1230.0,2.0,3,52.0,Gottigere
1120.0,2.0,2,50.0,Gottigere
1500.0,3.0,3,63.0,Gottigere
1200.0,2.0,2,40.0,Gottigere
1280.0,2.0,2,61.0,Gottigere
1205.0,2.0,2,56.58,Gottigere
1170.0,2.0,2,40.0,Gottigere
3000.0,3.0,4,132.0,Gottigere
1613.0,3.0,3,72.0,Gottigere
1110.0,2.0,2,36.25,Gottigere
1245.0,2.0,2,59.0,Gottigere
1200.0,2.0,2,50.0,Gottigere
1670.0,3.0,3,120.0,Green Glen Layout
3250.0,4.0,4,230.0,Green Glen Layout
1776.42,3.0,3,105.0,Green Glen Layout
3250.0,4.0,4,230.0,Green Glen Layout
940.0,2.0,2,56.8,Green Glen Layout
1075.0,2.0,2,60.0,Green Glen Layout
1715.0,3.0,3,115.0,Green Glen Layout
1751.0,2.0,3,115.0,Green Glen Layout
1750.0,3.0,3,130.0,Green Glen Layout
1530.0,3.0,3,105.0,Green Glen Layout
1752.0,3.0,3,105.0,Green Glen Layout
1680.0,4.0,3,95.0,Green Glen Layout
1728.0,3.0,3,125.0,Green Glen Layout
1645.0,3.0,3,110.0,Green Glen Layout
1517.0,3.0,3,100.0,Green Glen Layout
3150.0,4.0,4,218.0,Green Glen Layout
1750.0,3.0,3,120.0,Green Glen Layout
1751.0,3.0,3,115.0,Green Glen Layout
1750.0,3.0,3,105.0,Green Glen Layout
1885.0,3.0,3,135.0,Green Glen Layout
1715.0,3.0,3,120.0,Green Glen Layout
1623.29,2.0,3,105.0,Green Glen Layout
1715.0,3.0,3,115.0,Green Glen Layout
1715.0,3.0,3,105.0,Green Glen Layout
1600.0,3.0,3,105.0,Green Glen Layout
1717.0,3.0,3,125.0,Green Glen Layout
1250.0,2.0,2,75.0,Green Glen Layout
1715.0,3.0,3,112.0,Green Glen Layout
1470.0,2.0,3,82.0,Gubbalala
1745.0,3.0,3,104.0,Gubbalala
1745.0,3.0,3,115.0,Gubbalala
1745.0,3.0,3,110.0,Gubbalala
1650.0,3.0,3,71.0,Gubbalala
2570.0,4.0,5,141.0,Gubbalala
1205.0,2.0,2,70.0,Gubbalala
1435.0,2.0,3,80.0,Gubbalala
1475.0,2.0,2,80.0,Gubbalala
1100.0,2.0,2,49.5,Gubbalala
1060.0,2.0,2,46.0,Gubbalala
2000.0,3.0,3,125.0,Gubbalala
1140.0,2.0,2,43.0,Gunjur
1356.0,2.0,3,66.0,Gunjur
1600.0,3.0,3,75.0,Gunjur
2000.0,3.0,4,95.0,Gunjur
1140.0,2.0,2,49.11,Gunjur
1195.0,2.0,2,44.0,Gunjur
1190.0,2.0,2,40.0,Gunjur
1457.0,2.0,2,60.0,Gunjur
1080.0,2.0,2,41.0,Gunjur
1175.0,2.0,2,43.48,Gunjur
1362.0,3.0,3,62.63,Gunjur
1071.0,2.0,2,51.0,Gunjur
1063.0,2.0,2,40.0,Gunjur
1235.0,2.0,2,52.76,Gunjur
1362.0,3.0,3,62.63,Gunjur
1362.0,3.0,3,62.63,Gunjur
1588.0,2.0,3,90.0,Gunjur
1235.0,2.0,2,44.5,Gunjur
1457.0,2.0,2,60.0,Gunjur
1490.0,2.0,3,300.0,HAL 2nd Stage
600.0,3.0,2,145.0,HAL 2nd Stage
2700.0,3.0,3,500.0,HAL 2nd Stage
2040.0,4.0,5,500.0,HAL 2nd Stage
2800.0,2.0,3,200.0,HBR Layout
1722.0,3.0,3,95.0,HBR Layout
1200.0,4.0,4,120.0,HBR Layout
1200.0,2.0,2,60.0,HBR Layout
1004.0,2.0,2,49.0,HBR Layout
1783.0,3.0,3,125.0,HBR Layout
1656.0,3.0,3,90.0,HBR Layout
1089.0,2.0,2,60.0,HBR Layout
1700.0,3.0,3,110.0,HBR Layout
1198.0,2.0,2,65.0,HBR Layout
1200.0,4.0,4,115.0,HBR Layout
1200.0,2.0,2,120.0,HBR Layout
1832.0,3.0,3,160.0,HBR Layout
1374.0,2.0,2,95.0,HRBR Layout
1440.0,2.0,2,98.0,HRBR Layout
2800.0,3.0,3,250.0,HRBR Layout
1210.0,2.0,2,75.0,HRBR Layout
1265.0,2.0,2,78.0,HRBR Layout
1170.0,2.0,2,75.0,HRBR Layout
1900.0,3.0,4,90.0,HRBR Layout
1625.0,3.0,3,120.0,HRBR Layout
1301.0,2.0,2,120.0,HRBR Layout
1145.0,2.0,2,68.5,HRBR Layout
1300.0,2.0,2,90.0,HRBR Layout
1372.0,2.0,2,68.0,HSR Layout
1475.0,3.0,3,75.0,HSR Layout
1467.0,2.0,2,55.0,HSR Layout
1140.0,2.0,2,46.0,HSR Layout
1372.0,2.0,2,61.0,HSR Layout
1750.0,3.0,3,95.0,HSR Layout
1027.0,2.0,2,44.0,HSR Layout
1650.0,3.0,3,110.0,HSR Layout
1140.0,2.0,2,46.0,HSR Layout
1372.0,2.0,2,61.0,HSR Layout
1140.0,2.0,2,46.0,HSR Layout
1185.0,2.0,2,60.0,HSR Layout
1127.0,2.0,2,68.0,HSR Layout
1600.0,2.0,3,115.0,HSR Layout
1145.0,2.0,2,48.0,HSR Layout
1009.0,2.0,2,56.0,HSR Layout
1300.0,2.0,2,98.0,HSR Layout
1140.0,2.0,2,46.0,HSR Layout
1126.0,2.0,2,69.0,HSR Layout
1140.0,2.0,2,46.0,HSR Layout
1145.0,2.0,2,46.0,HSR Layout
1142.0,2.0,2,65.0,HSR Layout
1145.0,2.0,2,46.0,HSR Layout
1844.0,3.0,3,95.0,HSR Layout
1203.0,2.0,2,72.0,HSR Layout
1140.0,2.0,2,46.0,HSR Layout
4200.0,5.0,5,245.0,HSR Layout
1140.0,2.0,2,46.0,HSR Layout
1145.0,2.0,2,46.0,HSR Layout
1009.0,2.0,2,56.0,HSR Layout
1145.0,2.0,2,46.0,HSR Layout
1100.0,2.0,2,44.0,HSR Layout
1203.0,2.0,2,60.0,HSR Layout
1120.0,2.0,2,70.0,HSR Layout
1140.0,2.0,2,46.0,HSR Layout
1289.0,2.0,2,70.0,HSR Layout
1844.0,3.0,3,89.0,HSR Layout
1203.0,2.0,2,60.0,HSR Layout
1140.0,2.0,2,46.0,HSR Layout
1240.0,2.0,2,70.0,Haralur Road
1027.0,2.0,2,44.0,Haralur Road
2650.0,4.0,4,198.0,Haralur Road
1194.0,2.0,2,47.0,Haralur Road
1202.0,2.0,2,53.0,Haralur Road
1056.0,2.0,2,61.0,Haralur Road
1810.0,3.0,3,100.0,Haralur Road
1194.0,2.0,2,46.0,Haralur Road
1225.0,2.0,2,67.38,Haralur Road
1243.0,2.0,2,46.0,Haralur Road
